shard_id,stage,kind,arm,image,seed,rho_bar_or_b,nu,pattern_or_cert,cell_id,descriptive
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,3,0.6,20.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0255,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,3,0.6,50.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0256,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,3,0.6,100.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0257,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,3,0.6,200.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0258,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,3,0.6,500.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0259,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,3,0.6,1000.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0260,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,3,0.6,2000.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0261,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,5.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0262,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,10.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0263,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,20.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0264,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,50.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0265,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,100.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0266,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,200.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0267,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,500.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0268,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,1000.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0269,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_1,4,0.6,2000.0,m1pat:SCAT16:m1_contour_1,M1_SCAT16_00_c0270,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,5.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0271,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,10.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0272,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,20.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0273,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,50.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0274,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,100.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0275,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,200.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0276,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,500.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0277,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,1000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0278,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,0,0.6,2000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0279,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,5.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0280,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,10.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0281,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,20.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0282,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,50.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0283,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,100.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0284,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,200.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0285,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,500.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0286,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,1000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0287,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,1,0.6,2000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0288,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,5.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0289,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,10.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0290,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,20.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0291,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,50.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0292,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,100.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0293,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,200.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0294,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,500.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0295,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,1000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0296,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,2,0.6,2000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0297,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,5.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0298,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,10.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0299,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,20.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0300,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,50.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0301,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,100.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0302,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,200.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0303,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,500.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0304,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,1000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0305,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,3,0.6,2000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0306,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,5.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0307,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,10.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0308,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,20.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0309,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,50.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0310,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,100.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0311,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,200.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0312,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,500.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0313,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,1000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0314,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_2,4,0.6,2000.0,m1pat:SCAT16:m1_contour_2,M1_SCAT16_00_c0315,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,5.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0316,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,10.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0317,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,20.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0318,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,50.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0319,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,100.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0320,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,200.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0321,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,500.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0322,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,1000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0323,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,0,0.6,2000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0324,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,5.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0325,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,10.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0326,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,20.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0327,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,50.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0328,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,100.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0329,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,200.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0330,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,500.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0331,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,1000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0332,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,1,0.6,2000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0333,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,5.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0334,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,10.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0335,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,20.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0336,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,50.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0337,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,100.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0338,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,200.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0339,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,500.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0340,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,1000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0341,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,2,0.6,2000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0342,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,5.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0343,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,10.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0344,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,20.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0345,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,50.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0346,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,100.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0347,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,200.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0348,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,500.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0349,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,1000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0350,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,3,0.6,2000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0351,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,5.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0352,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,10.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0353,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,20.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0354,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,50.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0355,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,100.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0356,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,200.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0357,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,500.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0358,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,1000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0359,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_contour_3,4,0.6,2000.0,m1pat:SCAT16:m1_contour_3,M1_SCAT16_00_c0360,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,5.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0361,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,10.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0362,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,20.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0363,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,50.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0364,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,100.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0365,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,200.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0366,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,500.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0367,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,1000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0368,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,0,0.6,2000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0369,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,5.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0370,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,10.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0371,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,20.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0372,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,50.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0373,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,100.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0374,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,200.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0375,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,500.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0376,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,1000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0377,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,1,0.6,2000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0378,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,5.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0379,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,10.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0380,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,20.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0381,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,50.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0382,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,100.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0383,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,200.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0384,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,500.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0385,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,1000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0386,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,2,0.6,2000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0387,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,5.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0388,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,10.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0389,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,20.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0390,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,50.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0391,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,100.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0392,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,200.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0393,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,500.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0394,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,1000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0395,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,3,0.6,2000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0396,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,5.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0397,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,10.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0398,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,20.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0399,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,50.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0400,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,100.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0401,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,200.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0402,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,500.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0403,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,1000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0404,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_0,4,0.6,2000.0,m1pat:SCAT16:m1_glyph_0,M1_SCAT16_00_c0405,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,5.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0406,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,10.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0407,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,20.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0408,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,50.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0409,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,100.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0410,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,200.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0411,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,500.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0412,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,1000.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0413,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,0,0.6,2000.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0414,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,1,0.6,5.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0415,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,1,0.6,10.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0416,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,1,0.6,20.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0417,1
M1_SCAT16_00,M1_SCAT16,imaging,SCAT16,m1_glyph_1,1,0.6,50.0,m1pat:SCAT16:m1_glyph_1,M1_SCAT16_00_c0418,1
